name,phone,city,state,address,zip,county,call_script,sms_script,list_link
Rancho Del Rey Mhp,(281) 332-6741,League City,TX,1633 Webster Street,77573,Galveston,"Hi, Bradley with Tread Companies / Trailer Parks calling about Rancho Del Rey Mhp in League City. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Rancho Del Rey Mhp (League City). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Safari Mobile Home Community,(281) 332-4131,League City,TX,2935 Calder Drive,77573,Galveston,"Hi, Bradley with Tread Companies / Trailer Parks calling about Safari Mobile Home Community in League City. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Safari Mobile Home Community (League City). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Alamo Mhp,(806) 894-1518,Levelland,TX,105 South Alamo Road,79336,Hockley,"Hi, Bradley with Tread Companies / Trailer Parks calling about Alamo Mhp in Levelland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Alamo Mhp (Levelland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Mc Inroe Mhp,(806) 894-6626,Levelland,TX,2331 East Highway 114,79336,Hockley,"Hi, Bradley with Tread Companies / Trailer Parks calling about Mc Inroe Mhp in Levelland. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Mc Inroe Mhp (Levelland). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Bunker Hill Mobile Home,(972) 492-8528,Lewisville,TX,1708 Bunker Hill Lane,75056,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Bunker Hill Mobile Home in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Bunker Hill Mobile Home (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Creekside Mfd. Home Community,(972) 316-1600,Lewisville,TX,4000 Ace Lane,75067,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Creekside Mfd. Home Community in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Creekside Mfd. Home Community (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Lewisville Mhp,(972) 436-5011,Lewisville,TX,1156 East Highway 121,75057,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Lewisville Mhp in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Lewisville Mhp (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Northwood Mfd. Home,(972) 436-2597,Lewisville,TX,402 East Highway 121,75057,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Northwood Mfd. Home in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Northwood Mfd. Home (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Tower Bay Mhp,(972) 221-7977,Lewisville,TX,3000 North Stemmons Freeway,75067,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Tower Bay Mhp in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Tower Bay Mhp (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Village North Mhp,(972) 436-6415,Lewisville,TX,1240 North Cowan Avenue,75057,Denton,"Hi, Bradley with Tread Companies / Trailer Parks calling about Village North Mhp in Lewisville. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Village North Mhp (Lewisville). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Silent Valley Mhp,(512) 376-5874,Lockhart,TX,314 Silent Valley Road,78644,Caldwell,"Hi, Bradley with Tread Companies / Trailer Parks calling about Silent Valley Mhp in Lockhart. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Silent Valley Mhp (Lockhart). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Aaa Mobile Estates,(903) 643-3871,Longview,TX,5101 Estes Pkwy,75603,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Aaa Mobile Estates in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Aaa Mobile Estates (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Big Oak Mhp,(903) 668-4385,Longview,TX,3300 Lansing Switch Road,75602,Harrison,"Hi, Bradley with Tread Companies / Trailer Parks calling about Big Oak Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Big Oak Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
C & C Mhp,(903) 759-4643,Longview,TX,2500 Lafamo Road,75604,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about C & C Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re C & C Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Eastman Villa Mhp,(903) 758-3655,Longview,TX,816 South Eastman Road,75602,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Eastman Villa Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Eastman Villa Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Flamingo Mhp,(903) 759-1217,Longview,TX,2403 Pine Tree Road,75604,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Flamingo Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Flamingo Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Oak Grove Acres Mhp,(903) 758-2056,Longview,TX,705 Delia Drive #B,75601,Harrison,"Hi, Bradley with Tread Companies / Trailer Parks calling about Oak Grove Acres Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Oak Grove Acres Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Pine Forest Park,(903) 297-7463,Longview,TX,110 Traci Lynn Street,75604,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Pine Forest Park in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Pine Forest Park (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Spring Hill Trailer Park,(903) 759-2911,Longview,TX,4000 Burks Road,75605,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Spring Hill Trailer Park in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Spring Hill Trailer Park (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Stone Oaks Mobile Home,(903) 753-9595,Longview,TX,3001 Graystone Road,75605,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Stone Oaks Mobile Home in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Stone Oaks Mobile Home (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Sun Belt Mobile Homes & Real Estate,(903) 753-2259,Longview,TX,1203 East Us Highway 31 #Aa,75604,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Sun Belt Mobile Homes & Real Estate in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Sun Belt Mobile Homes & Real Estate (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Town House Mhp,(903) 753-5621,Longview,TX,2906 1/2 Estes Pkwy,75602,Gregg,"Hi, Bradley with Tread Companies / Trailer Parks calling about Town House Mhp in Longview. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Town House Mhp (Longview). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
114Th Street Mhp,(806) 745-7027,Lubbock,TX,2001 114Th Street,79423,Lubbock,"Hi, Bradley with Tread Companies / Trailer Parks calling about 114Th Street Mhp in Lubbock. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re 114Th Street Mhp (Lubbock). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Acacia Mhp,(806) 747-9647,Lubbock,TX,2317 Auburn Street,79415,Lubbock,"Hi, Bradley with Tread Companies / Trailer Parks calling about Acacia Mhp in Lubbock. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Acacia Mhp (Lubbock). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Camelot Village,(806) 792-6477,Lubbock,TX,6001 34Th Street,79407,Lubbock,"Hi, Bradley with Tread Companies / Trailer Parks calling about Camelot Village in Lubbock. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Camelot Village (Lubbock). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Commanders Palace Mobile Home,(806) 795-8368,Lubbock,TX,6801 19Th Street,79407,Lubbock,"Hi, Bradley with Tread Companies / Trailer Parks calling about Commanders Palace Mobile Home in Lubbock. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Commanders Palace Mobile Home (Lubbock). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
Elm Grove Mobile Home Village,(806) 797-8104,Lubbock,TX,2201 Quitsna Avenue,79407,Lubbock,"Hi, Bradley with Tread Companies / Trailer Parks calling about Elm Grove Mobile Home Village in Lubbock. Free marketplace for park owners — $0 listing fee, $0 success fee. Brokers take ~6%. We've operated 4,000+ spaces. Can I text the link?",Bradley @ Tread Companies / Trailer Parks re Elm Grove Mobile Home Village (Lubbock). Free owner marketplace — $0 fees. List in 2 min: https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach,https://temporary-zippy-celesta-4cyc4ht.vercel.app/list-your-park?ref=bradley-outreach
