name,address,city,state,zip,phone,county,website,size,units,source
Grandview Estates Mhc,300 Collins Street,Columbia City,IN,46725,(260) 244-6456,Whitley,,SMALL (<50),41,HIFLD Open Data
Miami Village,4614 East Old Trail Road,Columbia City,IN,46725,(719) 531-7650,Whitley,,MEDIUM (51-100),94,HIFLD Open Data
Beech Acres Mobile Home Park,895 South National Road,Columbus,IN,47201,(812) 372-7266,Bartholomew,,SMALL (<50),36,HIFLD Open Data
Candlelight Village-Columbus,3673 Candlelight Drive,Columbus,IN,47203,(812) 372-1932,Bartholomew,,LARGE (>100),,HIFLD Open Data
Elkland Hills Estate,4160 North Huffer Road,Columbus,IN,47203,(812) 546-4244,Bartholomew,,MEDIUM (51-100),,HIFLD Open Data
Goldie Ann Mobile Home Park,495 South National Road,Columbus,IN,47201,(812) 379-4960,Bartholomew,,SMALL (<50),26,HIFLD Open Data
Henry Lakes Estates,2895 Henry Lakes Boulevard,Columbus,IN,47201,(812) 526-5431,Bartholomew,,LARGE (>100),,HIFLD Open Data
Heritage Heights Park,2070 West Lewis,Columbus,IN,47201,(812) 526-4126,Bartholomew,,LARGE (>100),,HIFLD Open Data
Hillview Mobile Home Park,90 N National Road,Columbus,IN,47201,(812) 343-7925,Bartholomew,,SMALL (<50),35,HIFLD Open Data
Homestead Mhp,2667 Milmar Court,Columbus,IN,47203,(812) 372-5544,Bartholomew,,MEDIUM (51-100),,HIFLD Open Data
Northside Mobile Home Park,4972 North 150 West,Columbus,IN,47201,(812) 372-7266,Bartholomew,,SMALL (<50),17,HIFLD Open Data
S-31-A Mobile Home Park,3595 Jonesville Road,Columbus,IN,47201,(812) 343-6386,Bartholomew,,SMALL (<50),28,HIFLD Open Data
Spring Valley,555 South National Road,Columbus,IN,47201,(812) 603-7175,Bartholomew,,SMALL (<50),14,HIFLD Open Data
Tannehill Park,3872 Mill Place,Columbus,IN,47201,(812) 526-6064,Bartholomew,,LARGE (>100),,HIFLD Open Data
Woodlawn Mobile Home Park,365 South National Road,Columbus,IN,47201,(812) 372-7266,Bartholomew,,SMALL (<50),38,HIFLD Open Data
Kimberly Lake,9410 S Cr 200 W,Commiskey,IN,47227,(812) 346-5756,Jennings,,SMALL (<50),10,HIFLD Open Data
Elephant Hill Mhp,1000 West 21St Street,Connersville,IN,47331,(765) 827-1128,Fayette,,MEDIUM (51-100),,HIFLD Open Data
Green Acres Mobile Home Park,1079 West 475 South,Connersville,IN,47331,(812) 372-7266,Fayette,,SMALL (<50),32,HIFLD Open Data
Lynch Mobile Home Park,711 Beech Street,Connersville,IN,47331,(765) 914-1235,Fayette,,SMALL (<50),18,HIFLD Open Data
Modern Mobile Home Park,1214 West 8Th Street,Connersville,IN,47331,(855) 727-5435,Fayette,,SMALL (<50),15,HIFLD Open Data
Wells Brothers Estates,1212 West 12Th Street,Connersville,IN,47331,(765) 825-5335,Fayette,,SMALL (<50),37,HIFLD Open Data
Wells Mobile Home Park,601 West Cr 175 South,Connersville,IN,47331,(765) 825-4117,Fayette,,SMALL (<50),49,HIFLD Open Data
Converse Motor Home Community,125 East 1St,Converse,IN,46919,(765) 395-7269,Miami,,SMALL (<50),,HIFLD Open Data
Lakeview Manufactured Home Community,210 West Harrison Street,Converse,IN,46919,(765) 444-4005,Miami,,SMALL (<50),32,HIFLD Open Data
Woolf'S Mobile Home Park,3740 W Sr 46,Cory,IN,47846,(317) 281-4418,Clay,,SMALL (<50),16,HIFLD Open Data
Corydon Estates,2005 Hwy 337 Northwest,Corydon,IN,47112,(502) 419-7421,Harrison,,MEDIUM (51-100),52,HIFLD Open Data
Country Aire Homes Inc,4950 Corydon Ramsey Road Northwest,Corydon,IN,47112,(812) 738-4030,Harrison,,SMALL (<50),,HIFLD Open Data
Green Meadows Estates,3600 Angelo Road,Corydon,IN,47112,(270) 234-3331,Harrison,,SMALL (<50),33,HIFLD Open Data
Seven Oaks Home Community,1055 Old Forest Road,Corydon,IN,47112,(812) 734-0197,Harrison,,MEDIUM (51-100),83,HIFLD Open Data
Gdm Properties,1000 Pearl Street,Covington,IN,47932,(765) 793-2427,Fountain,,SMALL (<50),13,HIFLD Open Data
Siesta Village,15999 N Siesta Dr,Covington,IN,47932,(317) 714-6362,Vermillion,,SMALL (<50),12,HIFLD Open Data
Smith'S Eastside Court,1100 Pearl Street,Covington,IN,47932,(765) 793-4224,Fountain,,SMALL (<50),11,HIFLD Open Data
Beckoning Woods Mobile Home Park,2939 East 50 South,Crawfordsville,IN,47933,(765) 366-5217,Montgomery,,SMALL (<50),14,HIFLD Open Data
Cottonwood Village,671 N 225 W,Crawfordsville,IN,47933,(765) 362-3109,Montgomery,,MEDIUM (51-100),60,HIFLD Open Data
Country Club Mobile Court,1146 W Country Club Road,Crawfordsville,IN,47993,(765) 362-7530,Montgomery,,SMALL (<50),9,HIFLD Open Data
Country View Estates,3234 East 300 North,Crawfordsville,IN,47933,(765) 650-6926,Montgomery,,SMALL (<50),20,HIFLD Open Data
Hillcrest Mobile Home Park,2401 Indianapolis Road,Crawfordsville,IN,47933,(765) 362-6509,Montgomery,,SMALL (<50),28,HIFLD Open Data
Imperial Estates,101 Mercedes Drive,Crawfordsville,IN,47933,(765) 362-0519,Montgomery,,LARGE (>100),246,HIFLD Open Data
Indian Ford Mobile Home Park,4913 West Fall Creek Road,Crawfordsville,IN,47933,(765) 364-1055,Montgomery,,SMALL (<50),22,HIFLD Open Data
Rosebush Mobile Home Park,1301 S Mill Street,Crawfordsville,IN,47933,(765) 366-5176,Montgomery,,SMALL (<50),14,HIFLD Open Data
Shady Acres Mhp,3757 1/2 North 900 West,Cromwell,IN,46732,(219) 856-3338,Noble,,LARGE (>100),,HIFLD Open Data
Park Place,400 S Kovener Street,Crothersville,IN,47229,(812) 342-3769,Jackson,,SMALL (<50),6,HIFLD Open Data
Melbreeze Rentals,308 West Willow Street,Dale,IN,47523,(812) 683-4167,Spencer,,SMALL (<50),29,HIFLD Open Data
Country Squire Mobile Home Park,8555 South Pugsley Road,Daleville,IN,47334,(765) 759-8373,Delaware,,SMALL (<50),16,HIFLD Open Data
Riverside Management,3455 East Main Street,Danville,IN,46122,(317) 681-9189,Hendricks,,SMALL (<50),27,HIFLD Open Data
Tecumseh Mobile Home Park,6356 E South Street,Darlington,IN,47940,(765) 794-4683,Montgomery,,SMALL (<50),18,HIFLD Open Data
Decatur Mhp,521 South 13Th Street #44,Decatur,IN,46733,(219) 724-3114,Adams,,SMALL (<50),,HIFLD Open Data
East Edge Estates,4033 East 600 North,Decatur,IN,46733,(260) 728-2235,Adams,,SMALL (<50),18,HIFLD Open Data
Oakridge Estates,2950 West 1100 North #36,Decatur,IN,46733,(219) 724-9197,Adams,,MEDIUM (51-100),,HIFLD Open Data
Piqua Estates,7400 North Monmouth Road,Decatur,IN,46733,(260) 724-9803,Adams,,SMALL (<50),42,HIFLD Open Data
Rhineland Mobile Home Park,702 N Market St,Delphi,IN,46923,(765) 474-4655,Carroll,,SMALL (<50),46,HIFLD Open Data
Shockley'S Mobile Home Park,"2801 North, 930 West",Delphi,IN,46923,(765) 564-6922,Carroll,,SMALL (<50),9,HIFLD Open Data
Wood Dale Mobile Home Park,2705 N 925 W,Delphi,IN,46923,(765) 564-4221,Carroll,,SMALL (<50),14,HIFLD Open Data
De Motte Mhp,408 Mallard Drive Southeast,Demotte,IN,46310,(219) 987-2057,Jasper,,SMALL (<50),,HIFLD Open Data
Rosewood Manor Estates,9151 North 1200 West,Demotte,IN,46310,(219) 345-4426,Jasper,,LARGE (>100),,HIFLD Open Data
Dillsboro Mobile Home Park,12535 Lenover Street,Dillsboro,IN,47018,(812) 438-4491,Dearborn,,SMALL (<50),28,HIFLD Open Data
West Mobile Home Park,2331 West South Street,Dublin,IN,47335,(317) 478-5653,Wayne,,SMALL (<50),16,HIFLD Open Data
Sisco'S Mobile Home Park,512 Lincoln Avenue,Dunkirk,IN,47336,(765) 209-2587,Jay,,SMALL (<50),24,HIFLD Open Data
Blue River Estates,"8994 West Del Char, Middle Drive",Edinburgh,IN,46124,(812) 754-0818,Johnson,,SMALL (<50),46,HIFLD Open Data
Driftside Mhp,13540 North Us Highway 31,Edinburgh,IN,46124,(812) 526-6891,Bartholomew,,LARGE (>100),,HIFLD Open Data
Four Branches Properties,404 S Walnut Street,Edinburgh,IN,46124,(812) 764-5377,Johnson,,SMALL (<50),8,HIFLD Open Data
Sunny Brook Mhp,10202 Legal Tender Road #57,Elizabethtown,IN,47232,(812) 579-5941,Bartholomew,,MEDIUM (51-100),,HIFLD Open Data
Boardwalk 55+ Community,2105 Osolo Road,Elkhart,IN,46514,(219) 266-0038,Elkhart,,SMALL (<50),,HIFLD Open Data
Forest Creek Mfd. Home,885 East Mishawaka Road,Elkhart,IN,46517,(219) 293-3863,Elkhart,,LARGE (>100),,HIFLD Open Data
Highland Mhp,1875 Osolo Road,Elkhart,IN,46514,(219) 262-3887,Elkhart,,LARGE (>100),,HIFLD Open Data
Holiday Mhc,1350 County Road 3,Elkhart,IN,46514,(866) 786-4105,Elkhart,,LARGE (>100),,HIFLD Open Data
Parke Place Estates,2231 Osolo Road,Elkhart,IN,46514,(219) 266-0825,Elkhart,,LARGE (>100),,HIFLD Open Data
Poplar'S Mhp,2250 Cassopolis Street,Elkhart,IN,46514,(219) 264-3761,Elkhart,,MEDIUM (51-100),,HIFLD Open Data
Sleepy Hollow & Wise Manor,1847 Garden Street,Elkhart,IN,46514,(219) 264-3988,Elkhart,,SMALL (<50),,HIFLD Open Data
Sun Valley Mobile Home Park,5717 West Delap Road,Ellettsville,IN,47420,(812) 558-8236,Monroe,,SMALL (<50),9,HIFLD Open Data
Southwood Mobile Home Community,1500 South State Road 37 #69,Elwood,IN,46036,(765) 552-9520,Madison,,MEDIUM (51-100),,HIFLD Open Data
Etna Green Mobile Home Park,208 South Main Street,Etna Green,IN,46524,(574) 858-0700,Kosciusko,,MEDIUM (51-100),52,HIFLD Open Data
Mikel Mobile Estates,9462 North State Road 19,Etna Green,IN,46524,(219) 646-2735,Kosciusko,,SMALL (<50),,HIFLD Open Data
Ama Mobile Home Park,1900 N Willow Road,Evansville,IN,47719,(812) 306-7077,Vanderburgh,,MEDIUM (51-100),66,HIFLD Open Data
Carolina Mobile Home Court,2850 Carolina Avenue #A,Evansville,IN,47710,(812) 422-3076,Vanderburgh,,MEDIUM (51-100),,HIFLD Open Data
Eastbrook Mhp,6616 Saint Andrews Drive,Evansville,IN,47715,(812) 477-3655,Vanderburgh,,LARGE (>100),,HIFLD Open Data
Levee Place,2910 S Villa,Evansville,IN,47714,(812) 477-3336,Vanderburgh,,MEDIUM (51-100),,HIFLD Open Data
Maples Trailer Court,1423 E Louisiana Street,Evansville,IN,47710,(812) 867-0888,Vanderburgh,,SMALL (<50),9,HIFLD Open Data
Parkview Court,3620 North Saint Joseph Avenue,Evansville,IN,47720,(812) 424-3077,Vanderburgh,,SMALL (<50),,HIFLD Open Data
Pleasant Ridge Mobile Homes,4901 Pleasant Ridge Drive,Evansville,IN,47711,(812) 476-5536,Vanderburgh,,LARGE (>100),,HIFLD Open Data
Shady Grove,520 Underhill Court,Evansville,IN,47711,(812) 401-2945,Vanderburgh,,SMALL (<50),33,HIFLD Open Data
Twin Lakes Mhp,216 Deer Run,Evansville,IN,47712,(812) 985-5775,Posey,,SMALL (<50),,HIFLD Open Data
Wagner Mhp,334 Sequoia Lane,Evansville,IN,47712,(812) 424-1424,Vanderburgh,,MEDIUM (51-100),,HIFLD Open Data
Wagner Mobile Home Park East,2150 Holiday Lane,Evansville,IN,47719,(812) 424-1424,Vanderburgh,,SMALL (<50),48,HIFLD Open Data
Westbrook Mobile Home Court,5901 North Saint Joseph Avenue,Evansville,IN,47720,(812) 423-2487,Vanderburgh,,LARGE (>100),,HIFLD Open Data
Creekside Mhp,6484 North London Road,Fairland,IN,46126,(317) 835-7450,Shelby,,SMALL (<50),,HIFLD Open Data
County Line Park & Sales,403 Selkirk Drive,Fairmount,IN,46928,(765) 948-4157,Grant,,SMALL (<50),,HIFLD Open Data
Elm Street Mobile Home Court,1400 North Elm Street,Fairmount,IN,46928,(765) 948-3788,Grant,,SMALL (<50),,HIFLD Open Data
Fairmount Mobile Home Court,518 North Barclay Street,Fairmount,IN,46928,(765) 948-3380,Grant,,SMALL (<50),,HIFLD Open Data
Liberty Mobile Home Park,9060 Se 00 W,Fairmount,IN,46928,(765) 948-4910,Grant,,SMALL (<50),36,HIFLD Open Data
Triple Towers Park Properties,415 West Sawmill Road,Farmersburg,IN,47850,(812) 696-2859,Sullivan,,SMALL (<50),25,HIFLD Open Data
Mills Lake Mhp,7200 West State Road 32,Farmland,IN,47340,(765) 468-6971,Randolph,,SMALL (<50),,HIFLD Open Data
Cedar Manor,633 West 9Th Street,Ferdinand,IN,47532,(270) 524-7861,Dubois,,SMALL (<50),50,HIFLD Open Data
Flora Estates,617 E Elizabeth,Flora,IN,46929,(574) 967-3398,Carroll,,MEDIUM (51-100),65,HIFLD Open Data
Michel Mobile Home Court,106 East John Street,Fort Branch,IN,47648,(812) 753-3001,Gibson,,SMALL (<50),,HIFLD Open Data
Sunrise South,500 South Railroad Street,Fort Branch,IN,47648,(812) 753-3659,Gibson,,SMALL (<50),8,HIFLD Open Data
Apple Valley Mobile Home Community,10326 Leo Road,Fort Wayne,IN,46825,(219) 483-4372,Allen,,MEDIUM (51-100),,HIFLD Open Data
Carrington Pointe,7211 Carrington Boulevard,Fort Wayne,IN,46818,(866) 786-1246,Allen,,LARGE (>100),,HIFLD Open Data
Country Court Mhp,10744 Us 27 South,Fort Wayne,IN,46816,(260) 639-3223,Allen,,LARGE (>100),250,HIFLD Open Data
Countryside Village,2320 West Washington Center Road,Fort Wayne,IN,46818,(219) 489-3437,Allen,,LARGE (>100),,HIFLD Open Data
Cozy Acres Mhp,5131 Tyrone Road,Fort Wayne,IN,46809,(219) 747-5152,Allen,,SMALL (<50),,HIFLD Open Data
Decatur Road Estates,7112 Decatur Road,Fort Wayne,IN,46808,(260) 420-1428,Allen,,SMALL (<50),14,HIFLD Open Data
Edgewood Estates,5330 Goshen Road,Fort Wayne,IN,46818,(219) 489-4451,Allen,,LARGE (>100),,HIFLD Open Data
Evergreen Mobile Home Park,6906 Elzey Street,Fort Wayne,IN,46783,(260) 341-2620,Allen,,SMALL (<50),15,HIFLD Open Data
Fort Wayne Mobile Home Park,5430 Maumee Road,Fort Wayne,IN,46803,(260) 443-3622,Allen,,MEDIUM (51-100),75,HIFLD Open Data
Fort Wayne Regency Mobile Home,2220 Dunkelberg Road,Fort Wayne,IN,46819,(219) 747-3535,Allen,,LARGE (>100),,HIFLD Open Data
Glenbrook Mhp,3939 North Clinton Street,Fort Wayne,IN,46805,(219) 484-3033,Allen,,MEDIUM (51-100),,HIFLD Open Data
Glenridge Manor,7227 Moeller Road,Fort Wayne,IN,46806,(219) 493-4243,Allen,,LARGE (>100),,HIFLD Open Data
Golden Rule Mobile Home Park,5614 W Cook Road,Fort Wayne,IN,46818,(260) 341-8168,Allen,,SMALL (<50),13,HIFLD Open Data
Ideal Trailer Park,4503 Lima Road,Fort Wayne,IN,46808,(219) 482-2002,Allen,,SMALL (<50),,HIFLD Open Data
Mcarthur Estates,3637 Mcarthur Drive,Fort Wayne,IN,46809,(260) 485-7215,Allen,,SMALL (<50),40,HIFLD Open Data
Meyer & Son Rec. Vehicle & Mobile Home,3414 North Clinton Street,Fort Wayne,IN,46805,(219) 422-5130,Allen,,SMALL (<50),,HIFLD Open Data
Moeller Road Mhp,6008 Moeller Road,Fort Wayne,IN,46806,(219) 749-9724,Allen,,LARGE (>100),,HIFLD Open Data
Northway Woods Mobile Home Court,9435 Leo Road,Fort Wayne,IN,46825,(219) 484-2427,Allen,,SMALL (<50),,HIFLD Open Data
Parkbridge Estates Mhc,1503 East Paulding Road,Fort Wayne,IN,46816,(260) 456-7803,Allen,,SMALL (<50),48,HIFLD Open Data
Pleasant Village Mhp,2922 West Coliseum Boulevard #64,Fort Wayne,IN,46808,(219) 482-1728,Allen,,SMALL (<50),,HIFLD Open Data
Saint Mary'S Mobile Home Park,901 Elmer Avenue,Fort Wayne,IN,46808,(260) 482-2875,Allen,,SMALL (<50),20,HIFLD Open Data
Shady Grove Mobile Home Park,1235 Vance Avenue,Fort Wayne,IN,46805,(260) 483-3248,Allen,,SMALL (<50),10,HIFLD Open Data
Sheridan Village,2510 Sheridan Road,Fort Wayne,IN,46803,(260) 348-8560,Allen,,SMALL (<50),42,HIFLD Open Data
South Point,5707 Decatur Road,Fort Wayne,IN,46806,(260) 348-8560,Allen,,SMALL (<50),13,HIFLD Open Data
Southern Court Mobile Home Park,5415 Southern Court,Fort Wayne,IN,46806,(727) 348-9445,Allen,,MEDIUM (51-100),56,HIFLD Open Data
Southtown Mhp Inc,7555 Decatur Road,Fort Wayne,IN,46816,(219) 447-4905,Allen,,LARGE (>100),,HIFLD Open Data
Stonecrest Mobile Home Community,7202 Wayne Trace,Fort Wayne,IN,46816,(219) 447-3611,Allen,,MEDIUM (51-100),,HIFLD Open Data
Valley Hills Mhp,2737 West Washington Center Road,Fort Wayne,IN,46818,(219) 489-5122,Allen,,LARGE (>100),,HIFLD Open Data
Village Of North Oak,6000 North Oak Boulevard,Fort Wayne,IN,46818,(219) 489-9402,Allen,,LARGE (>100),,HIFLD Open Data
Waynedale Mobile Home Sales,7515 Bluffton Road,Fort Wayne,IN,46809,(219) 747-2727,Allen,,SMALL (<50),,HIFLD Open Data
Wells Street Mobile Home Court,3126 North Wells Street,Fort Wayne,IN,46808,(219) 482-1014,Allen,,MEDIUM (51-100),,HIFLD Open Data
Tooley Mobile Home Park,6004 E State Road 64,Francisco,IN,47649,(812) 782-3325,Gibson,,SMALL (<50),6,HIFLD Open Data
College Court Mobile Home Park,805 South 5Th Street,Frankfort,IN,46041,(765) 601-3864,Clinton,,SMALL (<50),15,HIFLD Open Data
Country Estates Mhp,4410 West State Road 28,Frankfort,IN,46041,(765) 659-4777,Clinton,,SMALL (<50),,HIFLD Open Data
Franklin Mobile Home Court,835 South Old Us 31,Franklin,IN,46131,(317) 736-5866,Johnson,,MEDIUM (51-100),66,HIFLD Open Data
Pennington'S Mhp,3090 N Morton St,Franklin,IN,46131,(317) 736-7677,Johnson,,LARGE (>100),,HIFLD Open Data
Maple Hills Mhp,210 Woodworth Avenue,Frankton,IN,46044,(765) 754-7766,Madison,,MEDIUM (51-100),,HIFLD Open Data
Lakewood Mobile Court,195 Lane 101 Barton Lake,Fremont,IN,46737,(219) 833-1081,Steuben,,LARGE (>100),,HIFLD Open Data
Mobilrama Mobile Home Park,1155 West State Road 120,Fremont,IN,46737,(260) 833-2878,Steuben,,SMALL (<50),19,HIFLD Open Data
Fulton Mobile Home Park,205 West Davis Street,Fulton,IN,46931,(765) 860-0018,Fulton,,SMALL (<50),6,HIFLD Open Data
Deer Creek Village,401 South Deer Creek Street #16,Galveston,IN,46932,(219) 699-6327,Cass,,SMALL (<50),,HIFLD Open Data
North Pointe Crossing,1 East Edgewater Drive North,Garrett,IN,46738,(219) 357-3331,Dekalb,,LARGE (>100),,HIFLD Open Data
Char-El Mhp,5230 W Ridge Rd,Gary,IN,46408,(219) 923-9398,Lake,,SMALL (<50),,HIFLD Open Data
Colonial Mhp,4420 West Ridge Road,Gary,IN,46408,(219) 980-8900,Lake,,SMALL (<50),,HIFLD Open Data
Duneland Village Of Gary,6632 Melton Road,Gary,IN,46403,(219) 938-0772,Lake,,MEDIUM (51-100),,HIFLD Open Data
Gerry Park For Mobile Homes,2760 Gerry Street,Gary,IN,46406,(219) 844-4785,Lake,,MEDIUM (51-100),,HIFLD Open Data
Ixl Mhp,3005 Burr Street,Gary,IN,46406,(219) 845-3347,Lake,,MEDIUM (51-100),,HIFLD Open Data
Melody Lane Trailer Ranch Inc,3625 Calhoun Street,Gary,IN,46408,(219) 838-6999,Lake,,LARGE (>100),,HIFLD Open Data
Mount Street Trailer Park,2556 Mount Street,Gary,IN,46406,(219) 310-5861,Lake,,SMALL (<50),20,HIFLD Open Data
Park Lane Trailer Park,3500 West 4Th Avenue,Gary,IN,46406,(219) 730-1135,Lake,,SMALL (<50),50,HIFLD Open Data
Ridge Road Mobile Home Community,3650 West Ridge Road #2,Gary,IN,46408,(219) 980-8483,Lake,,LARGE (>100),,HIFLD Open Data
Ross Mobile Home Court,2619 West 47Th Avenue,Gary,IN,46408,(219) 980-5678,Lake,,SMALL (<50),,HIFLD Open Data
Village Mobile Home,1920 W Ridge Road,Gary,IN,46404,(219) 427-3388,Lake,,SMALL (<50),13,HIFLD Open Data
Wright'S Trailer Court & Sales,3536 West Ridge Road,Gary,IN,46408,(219) 980-3911,Lake,,MEDIUM (51-100),,HIFLD Open Data
Applewood Village,301 N Main,Gaston,IN,47342,(765) 284-4235,Delaware,,SMALL (<50),22,HIFLD Open Data
Gaston Village Green Mhc,501 East Elm Street,Gaston,IN,47342,(765) 358-4196,Delaware,,SMALL (<50),32,HIFLD Open Data
Petro Mobile Home Park,415 S Sycamore Street,Gaston,IN,47342,(765) 744-4279,Delaware,,SMALL (<50),15,HIFLD Open Data
Geneva Trailer Park,110 Ringold Street,Geneva,IN,46740,(260) 368-9252,Adams,,SMALL (<50),15,HIFLD Open Data
Hilltop Estates Mobile Home,1361 Oakes Road,Georgetown,IN,47122,(812) 951-2911,Floyd,,SMALL (<50),,HIFLD Open Data
Broadmore Estates,9000 Broadmore Estates,Goshen,IN,46528,(219) 533-8814,Elkhart,,LARGE (>100),,HIFLD Open Data
Brookside Manor/Sun Homes,61108 County Road 17,Goshen,IN,46526,(866) 786-1240,Elkhart,,LARGE (>100),,HIFLD Open Data
Creekside Estates,909 North Indiana Avenue,Goshen,IN,46528,(219) 534-1787,Elkhart,,SMALL (<50),,HIFLD Open Data
Prairie View Mobile Home Park,65940 Us 33,Goshen,IN,46526,(509) 535-5792,Elkhart,,SMALL (<50),21,HIFLD Open Data
Roxbury Park Inc,403 Post Road,Goshen,IN,46526,(866) 786-7313,Elkhart,,LARGE (>100),,HIFLD Open Data
Twin Pines Mhp,2011 West Wilden Avenue,Goshen,IN,46528,(219) 533-4945,Elkhart,,LARGE (>100),,HIFLD Open Data
Winchester Trails,500 Winchester Trail,Goshen,IN,46526,(219) 264-3171,Elkhart,,LARGE (>100),,HIFLD Open Data
Grabill Mhp,13910 Main Street,Grabill,IN,46741,(219) 627-3311,Allen,,MEDIUM (51-100),,HIFLD Open Data
Castle Mobile Home Park,800 North Madison Street,Greencastle,IN,46135,(765) 720-2257,Putnam,,SMALL (<50),38,HIFLD Open Data
Ottawa Park,1300 S Bloomington Street,Greencastle,IN,46135,(765) 655-1700,Putnam,,MEDIUM (51-100),155,HIFLD Open Data
Acourt Iii Estates,3301 West Us Highway 40,Greenfield,IN,46140,(317) 462-3668,Hancock,,MEDIUM (51-100),,HIFLD Open Data
Maple'S Mhp,547 Pratt Street #78,Greenfield,IN,46140,(317) 462-5215,Hancock,,SMALL (<50),,HIFLD Open Data
Riley Mobile Home Park,307 West Tague Street,Greenfield,IN,46140,(317) 601-3715,Hancock,,MEDIUM (51-100),69,HIFLD Open Data
Wilfong Mobile Home Park,710 Brook Street,Greenfield,IN,46140,(317) 462-9047,Hancock,,SMALL (<50),22,HIFLD Open Data
Alexander Mobile Home Park,638 Park Road,Greensburg,IN,47240,(812) 614-1787,Decatur,,SMALL (<50),35,HIFLD Open Data
Creswood Mobile Home Park,999 S Lake Mccoy,Greensburg,IN,47240,(812) 372-7266,Decatur,,MEDIUM (51-100),68,HIFLD Open Data
Reed'S Trailer Park,310 East 4Th Street,Greensburg,IN,47240,(812) 662-6563,Decatur,,SMALL (<50),,HIFLD Open Data
Vista Village Mobile Home Park,2034 Moscow Road,Greensburg,IN,47240,(949) 278-9085,Decatur,,MEDIUM (51-100),100,HIFLD Open Data
Greentown Mobile Estates,500 West Payton Street,Greentown,IN,46936,(765) 628-3512,Howard,,MEDIUM (51-100),,HIFLD Open Data
Friendly Village Of Greenwood,4377 West County Line Road,Greenwood,IN,46142,(317) 888-1841,Johnson,,MEDIUM (51-100),,HIFLD Open Data
Greenwood Mobile Home Park,7248 W Stones Crossing Road,Greenwood,IN,46143,(317) 422-5706,Johnson,,MEDIUM (51-100),139,HIFLD Open Data
Pebble Creek,225 Pebble Creek Dr,Greenwood,IN,46143,(866) 786-6294,Johnson,,LARGE (>100),,HIFLD Open Data
Southwood Community,1598 Us Highway 31 South,Greenwood,IN,46143,(317) 881-4113,Johnson,,LARGE (>100),,HIFLD Open Data
Bremerton Mobile Home Park,1336 E Elm Street,Griffith,IN,46319,(219) 923-0043,Lake,,SMALL (<50),38,HIFLD Open Data
Hagerstown Mobile Home Court,472 Jones Road,Hagerstown,IN,47346,(765) 238-2705,Wayne,,SMALL (<50),29,HIFLD Open Data
Circle Park Mobile Home Estate,815 Lane 150 - Hamilton Lake,Hamilton,IN,46742,(260) 925-1716,Steuben,,SMALL (<50),22,HIFLD Open Data
